ContainerID,language,dimension,Size,L_Value,Timestamp,sum_t0,sum_tmax,t_exec,peak_mem
4f01e7831700,python,2d,mid,750,19:06:15,62500.000000000015,62500.0,26.894933878997108,22586464
5ca28cc7e65c,python,2d,mid,750,19:06:51,62500.000000000015,62500.0,27.183898978008074,22586464
13b4070e61ff,python,2d,high,1000,19:09:50,110889.0,110889.0,46.995069354001316,40070520
e3e85e3085d9,python,2d,high,1000,19:14:50,110889.0,110889.0,46.95685371199215,40070520
aca0fa82874f,python,2d,low,500,19:18:06,27889.000000000004,27889.0,15.96527550299652,10102464
3c1f0b3f91a1,python,2d,mid,750,19:19:26,62500.000000000015,62500.0,27.452597538998816,22586464
688c157f6474,python,2d,high,1000,19:20:47,110889.0,110889.0,46.785217957003624,40070520
4e26d0a9c495,python,2d,mid,750,19:21:17,62500.000000000015,62500.0,26.987731935994816,22586464
201fc797bca7,python,2d,mid,750,19:22:05,62500.000000000015,62500.0,27.005787358997623,22586464
d230cbdcd725,python,2d,low,500,19:22:24,27889.000000000004,27889.0,15.880351163010346,10102464
6c0589e35c43,python,2d,mid,750,19:23:33,62500.000000000015,62500.0,25.25432438700227,22586464
053a3a1de7b2,python,2d,low,500,19:23:58,27889.000000000004,27889.0,15.919322988993372,10102464
e767a1e3a613,python,2d,low,500,19:24:59,27889.000000000004,27889.0,15.870404615998268,10102464
da9f3ef7ff1b,python,2d,high,1000,19:27:05,110889.0,110889.0,47.10155205600313,40070520
1d1f850e7fd0,python,2d,low,500,19:27:24,27889.000000000004,27889.0,15.86880392000603,10102464
3978eb4a3633,python,2d,low,500,19:30:50,27889.000000000004,27889.0,15.891178587000468,10102464
03bdd09a0153,python,2d,low,500,19:34:00,27889.000000000004,27889.0,15.923335682993638,10102464
b7b6567b0b17,python,2d,low,500,19:34:22,27889.000000000004,27889.0,15.864211392006837,10102464
cdd7014938d3,python,2d,low,500,19:35:56,27889.000000000004,27889.0,15.96889076399384,10102464
eb601eec2f5f,python,2d,low,500,19:38:17,27889.000000000004,27889.0,15.87651936999464,10102464
fec3c2e524af,python,2d,mid,750,19:38:50,62500.000000000015,62500.0,27.11907694999536,22586464
86026c25229c,python,2d,high,1000,19:39:48,110889.0,110889.0,46.91351274799672,40070520
841dd137702d,python,2d,mid,750,19:42:00,62500.000000000015,62500.0,26.715370826990693,22586464
b88cc3fd0ece,python,2d,mid,750,19:42:49,62500.000000000015,62500.0,27.26743180399353,22586464
e1aed37a5626,python,2d,low,500,19:44:17,27889.000000000004,27889.0,15.859040994997486,10102464
1e42d1190c74,python,2d,low,500,19:45:16,27889.000000000004,27889.0,15.956215833997703,10102464
5738b3d56521,python,2d,low,500,19:52:08,27889.000000000004,27889.0,15.909971443004906,10102464
3f4f60b2f20e,python,2d,mid,750,19:55:37,62500.000000000015,62500.0,25.739657691010507,22586464
0b099e4e2402,python,2d,mid,750,19:56:16,62500.000000000015,62500.0,26.83170286299719,22586464
a5b6d340ced8,python,2d,low,500,19:56:38,27889.000000000004,27889.0,15.908680740001728,10102464
ef4344dd915d,python,2d,low,500,19:56:57,27889.000000000004,27889.0,15.898555813997518,10102464
ecf0e7973973,python,2d,high,1000,19:57:48,110889.0,110889.0,46.74238124700787,40070520
ef223c77d30d,python,2d,mid,750,19:58:17,62500.000000000015,62500.0,27.296156839991454,22586464
312a919a9557,python,2d,low,500,20:00:36,27889.000000000004,27889.0,15.845430200002738,10102464
db1c62186d25,python,2d,high,1000,20:01:24,110889.0,110889.0,45.262904343995615,40070520
e870974dd3b5,python,2d,high,1000,20:04:08,110889.0,110889.0,46.78777077198902,40070520
a7228cce9056,python,2d,low,500,20:05:29,27889.000000000004,27889.0,15.881092741998145,10102464
c9aa60aafc86,python,2d,low,500,20:07:22,27889.000000000004,27889.0,15.807413645990891,10102464
4c9d4498acd1,python,2d,low,500,20:07:41,27889.000000000004,27889.0,15.880953149011475,10102464
c14b30921947,python,2d,mid,750,20:10:40,62500.000000000015,62500.0,27.096711264006444,22586464
ecfd3b01d425,python,2d,low,500,20:11:41,27889.000000000004,27889.0,15.905426337005338,10102464
db291b492730,python,2d,high,1000,20:17:48,110889.0,110889.0,45.19965143399895,40070520
737bbb2497a5,python,2d,mid,750,20:21:08,62500.000000000015,62500.0,27.079754270002013,22586464
7e12aed99df9,python,2d,high,1000,20:21:56,110889.0,110889.0,45.225559807004174,40070520
386b66cbb28d,python,2d,mid,750,20:24:14,62500.000000000015,62500.0,27.362726351988385,22586464
e5709195c190,python,2d,mid,750,20:25:13,62500.000000000015,62500.0,27.29488978999143,22586464
2046f3be2fa5,python,2d,high,1000,20:26:01,110889.0,110889.0,46.77164719499706,40070520
eaeb03939fe1,python,2d,mid,750,20:30:26,62500.000000000015,62500.0,26.845295274004457,22586464
3c5f3dbadcb1,python,2d,high,1000,20:32:54,110889.0,110889.0,46.79436580500624,40070520
ef503b2cf848,python,2d,low,500,20:41:15,27889.000000000004,27889.0,15.816679853989626,10102464
1a3b1091513e,python,2d,high,1000,20:42:03,110889.0,110889.0,45.3308082230069,40070520
6a7aab84c7bc,python,2d,mid,750,20:50:57,62500.000000000015,62500.0,25.03992391799693,22586464
