ContainerID,language,dimension,Size,L_Value,Timestamp,sum_t0,sum_tmax,t_exec,peak_mem
8290a52c5460,python,3d,mid,75,08:45:56,15625.0,15625.0,17.24467434899998,16483992
5df087b3cdee,python,3d,low,50,08:46:44,4912.999999999999,4913.0,6.143518797995057,4904192
4568a694a8ee,python,3d,low,50,08:47:24,4912.999999999999,4913.0,5.158594071996049,4904192
a5dde52c00a1,python,3d,high,100,08:48:04,35937.000000000015,35937.0,38.042192641994916,39193792
d22ae445f6a2,python,3d,low,50,08:48:28,4912.999999999999,4913.0,6.185764460999053,4904192
c25d22b23f2f,python,3d,high,100,08:51:28,35937.000000000015,35937.0,38.73683457399602,39193792
8bb800f9f86b,python,3d,low,50,08:52:16,4912.999999999999,4913.0,5.1349577930086525,4904192
634f9470e293,python,3d,low,50,08:52:27,4912.999999999999,4913.0,5.112118238990661,4904192
c43cc9020936,python,3d,low,50,08:52:36,4912.999999999999,4913.0,5.146124554012204,4904192
65e0c98ffe61,python,3d,mid,75,08:52:51,15625.0,15625.0,14.779873690000386,16483992
d8f64be0ddba,python,3d,high,100,08:55:21,35937.000000000015,35937.0,37.95574472300359,39193792
26c783d90b4f,python,3d,mid,75,08:57:15,15625.0,15625.0,14.721885506995022,16483992
543bb345958e,python,3d,mid,75,08:58:16,15625.0,15625.0,14.976375195998116,16483992
64e5330a7915,python,3d,low,50,08:58:24,4912.999999999999,4913.0,6.212979005009402,4904192
b81d438fa3e2,python,3d,mid,75,08:58:56,15625.0,15625.0,14.799575957993511,16483992
cab80d080431,python,3d,high,100,09:00:05,35937.000000000015,35937.0,37.24284681001154,39193792
72eacc232cf7,python,3d,low,50,09:01:39,4912.999999999999,4913.0,5.146025070003816,4904192
8c9ea94b51fe,python,3d,high,100,09:03:19,35937.000000000015,35937.0,38.10272602199984,39193792
855892a50ecf,python,3d,high,100,09:05:21,35937.000000000015,35937.0,38.21680248499615,39193792
b4c8b20d7c9f,python,3d,mid,75,09:07:29,15625.0,15625.0,15.082749873996363,16483992
f1a13dec3c40,python,3d,low,50,09:08:02,4912.999999999999,4913.0,5.162397955995402,4904192
be5af2f59b99,python,3d,mid,75,09:08:18,15625.0,15625.0,14.783072430000175,16483992
d2ca26a2949b,python,3d,mid,75,09:10:12,15625.0,15625.0,17.117387881997274,16483992
a18ba30921bb,python,3d,high,100,09:13:22,35937.000000000015,35937.0,37.6331554010103,39193792
86a57e2e1901,python,3d,mid,75,09:14:18,15625.0,15625.0,14.799420209004893,16483992
6fd08ac82e15,python,3d,low,50,09:14:37,4912.999999999999,4913.0,6.181228535991977,4904192
9cbf31b5a696,python,3d,mid,75,09:16:25,15625.0,15625.0,14.874827829000424,16483992
b5c3a16a9223,python,3d,high,100,09:19:33,35937.000000000015,35937.0,37.24526827399677,39193792
3f5d5b245733,python,3d,low,50,09:19:41,4912.999999999999,4913.0,5.121751945000142,4904192
fee6de19786b,python,3d,low,50,09:21:25,4912.999999999999,4913.0,5.14992174100189,4904192
92fe983b26a8,python,3d,high,100,09:23:12,35937.000000000015,35937.0,37.53906940598972,39193792
cf0dc887507c,python,3d,mid,75,10:15:16,15625.0,15625.0,15.1302292879991,16483992
687c4c767559,python,3d,mid,75,10:17:44,15625.0,15625.0,8.95303209600388,16483992
d213bda46eff,python,3d,high,100,10:18:17,35937.000000000015,35937.0,30.71150659500563,39193792
42cf64e79023,python,3d,high,100,10:19:45,35937.000000000015,35937.0,29.639199905010173,39193792
437c245f5b6a,python,3d,low,50,10:19:51,4912.999999999999,4913.0,2.999501402999158,4904192
a303cae0abda,python,3d,high,100,10:20:33,35937.000000000015,35937.0,29.624501557002077,39193792
b5b8f8d0292b,python,3d,high,100,10:21:23,35937.000000000015,35937.0,29.612551505008014,39193792
1d4fdb690717,python,3d,high,100,10:23:21,35937.000000000015,35937.0,30.352060224002344,39193792
893a3d50fc25,python,3d,high,100,10:26:03,35937.000000000015,35937.0,32.27941329899477,39193792
84395ed79667,python,3d,low,50,10:27:40,4912.999999999999,4913.0,2.6357891779916827,4904192
7ae90f501ec2,python,3d,low,50,10:27:46,4912.999999999999,4913.0,2.641540986005566,4904192
014d4beccea3,python,3d,mid,75,10:32:39,15625.0,15625.0,20.06252765499812,16483992
8a2a9b60daa9,python,3d,mid,75,10:32:52,15625.0,15625.0,11.369504262998817,16483992
bfbfe104acdb,python,3d,mid,75,10:33:40,15625.0,15625.0,9.355332239996642,16483992
3373d6968b3c,python,3d,mid,75,10:34:13,15625.0,15625.0,9.080313161000959,16483992
493ffb566d68,python,3d,mid,75,10:34:51,15625.0,15625.0,8.927174008000293,16483992
58f562916e2f,python,3d,high,100,10:35:24,35937.000000000015,35937.0,30.646362510000472,39193792
ac4efaa01b37,python,3d,low,50,10:35:33,4912.999999999999,4913.0,2.5937796340003842,4904192
801cfba7d74a,python,3d,high,100,10:37:51,35937.000000000015,35937.0,30.9403747299948,39193792
3973b9074648,python,3d,mid,75,10:38:08,15625.0,15625.0,8.884162997987005,16483992
28e9a1fcf38b,python,3d,low,50,10:38:13,4912.999999999999,4913.0,3.1570508320000954,4904192
05580d6623a2,python,3d,mid,75,10:39:01,15625.0,15625.0,8.870004547003191,16483992
556c9b0f0757,python,3d,high,100,10:39:32,35937.000000000015,35937.0,29.89896649599541,39193792
c96f471e0ba3,python,3d,low,50,10:39:54,4912.999999999999,4913.0,2.6548917299951427,4904192
2e834bea099d,python,3d,mid,75,10:40:59,15625.0,15625.0,8.797851149996859,16483992
d4ad56a78121,python,3d,high,100,10:42:03,35937.000000000015,35937.0,30.567410768999252,39193792
af96c58093e2,python,3d,low,50,10:43:43,4912.999999999999,4913.0,3.146137470990652,4904192
17ac123968a1,python,3d,mid,75,10:44:04,15625.0,15625.0,8.779412424992188,16483992
ca30d8ec238a,python,3d,high,100,10:44:36,35937.000000000015,35937.0,30.043445894989418,39193792
4cbd5838e546,python,3d,low,50,10:45:58,4912.999999999999,4913.0,3.1609833640104625,4904192
5a8379425ce5,python,3d,low,50,10:47:04,4912.999999999999,4913.0,3.1375858249957673,4904192
82fb0ebccaf9,python,3d,high,100,10:47:36,35937.000000000015,35937.0,30.264253834990086,39193792
397b9956e103,python,3d,high,100,10:49:20,35937.000000000015,35937.0,30.110107936008717,39193792
f190412aff9c,python,3d,low,50,10:49:55,4912.999999999999,4913.0,2.61356567000621,4904192
fdcff7d6930f,python,3d,low,50,10:52:44,4912.999999999999,4913.0,2.6704958679911215,4904192
b56651a1ab62,python,3d,low,50,10:52:53,4912.999999999999,4913.0,2.6135514519992284,4904192
a3ca178578da,python,3d,low,50,10:53:01,4912.999999999999,4913.0,2.6123596249963157,4904192
ef5973b5fec2,python,3d,mid,75,10:53:15,15625.0,15625.0,9.03593529900536,16483992
0093bbc6e420,python,3d,high,100,12:41:03,35937.000000000015,35937.0,31.769610424002167,39193792
5afc8c5854d5,python,3d,low,50,12:41:09,4912.999999999999,4913.0,2.5848186169896508,4904192
da80329e7265,python,3d,mid,75,12:41:43,15625.0,15625.0,9.666675252010464,16483992
e59cd65e5302,python,3d,mid,75,12:43:27,15625.0,15625.0,9.521611169999233,16483992
cf84298de75f,python,3d,high,100,12:44:20,35937.000000000015,35937.0,49.58360102800361,39193792
e4828994a8a4,python,3d,high,100,12:46:01,35937.000000000015,35937.0,79.988725497009,39193792
49fbc43ad0b3,python,3d,mid,75,12:47:01,15625.0,15625.0,25.624982655994245,16483992
754464480eec,python,3d,mid,75,12:48:40,15625.0,15625.0,12.765561255990178,16483992
f9516e70d383,python,3d,low,50,12:50:50,4912.999999999999,4913.0,3.3530789090000326,4904192
4fba1cd073f6,python,3d,mid,75,12:51:47,15625.0,15625.0,10.030419841001276,16483992
dec2416efd05,python,3d,high,100,12:52:33,35937.000000000015,35937.0,29.712431034000474,39193792
d297b9034c55,python,3d,high,100,12:53:23,35937.000000000015,35937.0,28.38882019399898,39193792
746a5bfdac13,python,3d,mid,75,12:53:34,15625.0,15625.0,8.781546614001854,16483992
b3007cd87ae9,python,3d,low,50,12:54:09,4912.999999999999,4913.0,2.5731192370003555,4904192
9490657ddd7b,python,3d,high,100,12:55:09,35937.000000000015,35937.0,29.871278873004485,39193792
9b8ad4f047e5,python,3d,mid,75,12:55:20,15625.0,15625.0,8.736113810999086,16483992
fbeda6a4f581,python,3d,mid,75,12:55:41,15625.0,15625.0,9.636756558000343,16483992
3954de70f8fc,python,3d,low,50,12:56:33,4912.999999999999,4913.0,2.6429147260059835,4904192
ee47ea434e55,python,3d,high,100,12:57:04,35937.000000000015,35937.0,29.655351038003573,39193792
8b87baec9d2c,python,3d,low,50,12:57:10,4912.999999999999,4913.0,2.6383422289945884,4904192
0cbfd3362980,python,3d,mid,75,12:58:08,15625.0,15625.0,8.84312886200496,16483992
ef9f134e12ff,python,3d,mid,75,12:58:19,15625.0,15625.0,8.799473229999421,16483992
f521f89e2d2d,python,3d,high,100,12:59:52,35937.000000000015,35937.0,30.27031049200741,39193792
9a11624cc2e3,python,3d,high,100,13:01:41,35937.000000000015,35937.0,30.23694277300092,39193792
e1f1eadd0be8,python,3d,high,100,13:02:24,35937.000000000015,35937.0,29.403350210995995,39193792
038f3f35e44c,python,3d,mid,75,13:03:15,15625.0,15625.0,8.871214687998872,16483992
d93eed828d00,python,3d,mid,75,13:04:23,15625.0,15625.0,8.852175845007878,16483992
b9c119804e21,python,3d,mid,75,13:04:37,15625.0,15625.0,8.831976731002214,16483992
245e5867e8e1,python,3d,high,100,13:05:53,35937.000000000015,35937.0,35.861970394995296,39193792
43382ba72de0,python,3d,high,100,13:06:48,35937.000000000015,35937.0,30.90749812600552,39193792
00ffa53aedcb,python,3d,low,50,13:09:53,4912.999999999999,4913.0,5.626930401995196,4904192
f09da96244ca,python,3d,mid,75,13:12:24,15625.0,15625.0,10.387885374002508,16483992
c188c08d9fb0,python,3d,low,50,13:12:55,4912.999999999999,4913.0,2.7111767800088273,4904192
dbbdc7a4120e,python,3d,high,100,13:14:16,35937.000000000015,35937.0,36.82678185500845,39193792
c372141d460c,python,3d,low,50,13:15:21,4912.999999999999,4913.0,2.6361580710072303,4904192
80352e27e362,python,3d,low,50,13:15:26,4912.999999999999,4913.0,3.2779769219923764,4904192
4ab3c117df4d,python,3d,high,100,13:17:02,35937.000000000015,35937.0,30.59095795500616,39193792
710326bc92e4,python,3d,high,100,13:18:32,35937.000000000015,35937.0,30.30429815899697,39193792
dc844bc22e71,python,3d,mid,75,13:19:04,15625.0,15625.0,8.66886924400751,16483992
6c5e3b0673ec,python,3d,low,50,13:19:37,4912.999999999999,4913.0,2.6328753480047453,4904192
3cd74093583d,python,3d,high,100,13:20:36,35937.000000000015,35937.0,30.549733505002223,39193792
20b69b0d9663,python,3d,mid,75,13:20:50,15625.0,15625.0,8.69791327099665,16483992
4a54d1be932e,python,3d,low,50,13:21:09,4912.999999999999,4913.0,2.562787624003249,4904192
b89425b6b803,python,3d,low,50,13:21:41,4912.999999999999,4913.0,2.609320306000882,4904192
cba2ecad5223,python,3d,mid,75,13:22:11,15625.0,15625.0,9.455925611997372,16483992
e6d48227e0dd,python,3d,low,50,13:24:21,4912.999999999999,4913.0,2.636844619992189,4904192
3ab1352acc98,python,3d,low,50,13:24:37,4912.999999999999,4913.0,2.6219547710061306,4904192
905240b3ded7,python,3d,low,50,13:26:41,4912.999999999999,4913.0,2.6455305370036513,4904192
933b52ff1b6a,python,3d,mid,75,13:28:55,15625.0,15625.0,20.309202183998423,16483992
36e6a71bd446,python,3d,high,100,13:30:06,35937.000000000015,35937.0,68.42461637599627,39193792
73c81452215e,python,3d,low,50,13:30:53,4912.999999999999,4913.0,2.633575339001254,4904192
44202d098de8,python,3d,high,100,13:31:36,35937.000000000015,35937.0,29.976360027998453,39193792
04dec2498e80,python,3d,mid,75,13:32:27,15625.0,15625.0,9.931953995997901,16483992
f0cf0e3493fb,python,3d,high,100,13:35:07,35937.000000000015,35937.0,30.544165516010253,39193792
b0fd6737bbf9,python,3d,high,100,13:36:07,35937.000000000015,35937.0,30.74602574200253,39193792
07355cc482e2,python,3d,high,100,13:37:33,35937.000000000015,35937.0,29.75870338900131,39193792
9a1542239302,python,3d,low,50,13:39:11,4912.999999999999,4913.0,2.6399677989975316,4904192
a6af8487a441,python,3d,mid,75,13:39:22,15625.0,15625.0,8.618162354003289,16483992
af0272bd0897,python,3d,high,100,13:39:53,35937.000000000015,35937.0,30.015322709994507,39193792
64a767714f37,python,3d,low,50,13:40:59,4912.999999999999,4913.0,2.637856321001891,4904192
35f0f19c6a8a,python,3d,high,100,13:42:43,35937.000000000015,35937.0,30.227169901001616,39193792
ad90974d8518,python,3d,low,50,13:42:48,4912.999999999999,4913.0,3.121959969008458,4904192
ace1937efb24,python,3d,low,50,13:44:06,4912.999999999999,4913.0,3.163045321009122,4904192
26e1897cee20,python,3d,high,100,13:45:32,35937.000000000015,35937.0,30.353980879997835,39193792
95bcf35ec006,python,3d,low,50,13:46:14,4912.999999999999,4913.0,3.0796514529938577,4904192
c4b2fb180755,python,3d,mid,75,13:46:37,15625.0,15625.0,9.965235601994209,16483992
81d7c6404501,python,3d,mid,75,13:47:41,15625.0,15625.0,9.954697312001372,16483992
57bc984fadca,python,3d,high,100,13:48:12,35937.000000000015,35937.0,30.319963469999493,39193792
