CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     194.7MiB / 7.463GiB   2.55%     172kB / 7.97MB   116MB / 8.19kB   4
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     194.7MiB / 7.463GiB   2.55%     176kB / 7.97MB   116MB / 8.19kB   4
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   20.56%    201.8MiB / 7.463GiB   2.64%     188kB / 8.35MB   117MB / 8.19kB   7
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198MiB / 7.463GiB   2.59%     190kB / 8.35MB   119MB / 12.3kB   5
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198MiB / 7.463GiB   2.59%     190kB / 8.35MB   119MB / 12.3kB   5
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198MiB / 7.463GiB   2.59%     193kB / 8.35MB   119MB / 12.3kB   5
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.22%     198MiB / 7.463GiB   2.59%     195kB / 8.36MB   119MB / 12.3kB   5
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.41%     198MiB / 7.463GiB   2.59%     197kB / 8.36MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.73%     198.1MiB / 7.463GiB   2.59%     198kB / 8.36MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.1MiB / 7.463GiB   2.59%     200kB / 8.36MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.27%     198.1MiB / 7.463GiB   2.59%     203kB / 8.36MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.6MiB / 7.463GiB   2.60%     204kB / 8.36MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.23%     198.6MiB / 7.463GiB   2.60%     205kB / 8.36MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.18%     198.6MiB / 7.463GiB   2.60%     209kB / 8.37MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   29.17%    206MiB / 7.463GiB   2.70%     213kB / 8.37MB   119MB / 12.3kB   14
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.6MiB / 7.463GiB   2.60%     213kB / 8.37MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.20%     198.6MiB / 7.463GiB   2.60%     215kB / 8.37MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.6MiB / 7.463GiB   2.60%     216kB / 8.37MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.24%     198.6MiB / 7.463GiB   2.60%     219kB / 8.37MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.6MiB / 7.463GiB   2.60%     220kB / 8.37MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   3.33%     198.6MiB / 7.463GiB   2.60%     222kB / 8.37MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.09%     198.6MiB / 7.463GiB   2.60%     223kB / 8.37MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   13.54%    198.6MiB / 7.463GiB   2.60%     226kB / 8.38MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.6MiB / 7.463GiB   2.60%     226kB / 8.38MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   13.58%    198.6MiB / 7.463GiB   2.60%     228kB / 8.38MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   1.01%     198.6MiB / 7.463GiB   2.60%     231kB / 8.38MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   14.23%    198.6MiB / 7.463GiB   2.60%     232kB / 8.38MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.6MiB / 7.463GiB   2.60%     232kB / 8.38MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   12.97%    198.7MiB / 7.463GiB   2.60%     234kB / 8.38MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.96%     198.6MiB / 7.463GiB   2.60%     237kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   12.13%    198.6MiB / 7.463GiB   2.60%     238kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.6MiB / 7.463GiB   2.60%     238kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   12.86%    198.6MiB / 7.463GiB   2.60%     238kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.6MiB / 7.463GiB   2.60%     241kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   13.35%    198.6MiB / 7.463GiB   2.60%     244kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.6MiB / 7.463GiB   2.60%     244kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   10.18%    198.6MiB / 7.463GiB   2.60%     244kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.54%     198.5MiB / 7.463GiB   2.60%     247kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   12.58%    198.6MiB / 7.463GiB   2.60%     247kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.6MiB / 7.463GiB   2.60%     247kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   5.88%     203.9MiB / 7.463GiB   2.67%     247kB / 8.39MB   119MB / 12.3kB   8
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     247kB / 8.39MB   119MB / 12.3kB   6
