CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     197.7MiB / 7.463GiB   2.59%     248kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.2MiB / 7.463GiB   2.59%     248kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.2MiB / 7.463GiB   2.59%     248kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.3MiB / 7.463GiB   2.59%     248kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     248kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     248kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     248kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     248kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.3MiB / 7.463GiB   2.59%     249kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.3MiB / 7.463GiB   2.59%     249kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.3MiB / 7.463GiB   2.59%     249kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.09%     198.3MiB / 7.463GiB   2.59%     249kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     249kB / 8.39MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.3MiB / 7.463GiB   2.59%     249kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.09%     198.3MiB / 7.463GiB   2.59%     249kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     249kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.3MiB / 7.463GiB   2.59%     250kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     250kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.3MiB / 7.463GiB   2.59%     250kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.01%     198.3MiB / 7.463GiB   2.60%     250kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     250kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     250kB / 8.4MB   119MB / 12.3kB   6
CONTAINER ID   NAME      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O         BLOCK I/O        PIDS
5636f343b572   jupyter   0.00%     198.3MiB / 7.463GiB   2.59%     250kB / 8.4MB   119MB / 12.3kB   6
