ContainerID,language,dimension,Size,L_Value,Timestamp,CPUPerc,MemUsed,MemLimit,NetReceived,NetSent,BlockRead,BlockWritten
b752a3a2489a,julia,2d,high,1000,17:34:16,100.01%,186.9MiB,7.463GiB,526B,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:18,100.26%,236MiB,7.463GiB,2.21kB,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:21,100.39%,265.6MiB,7.463GiB,2.88kB,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:23,100.51%,265.6MiB,7.463GiB,3.09kB,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:26,100.41%,265.6MiB,7.463GiB,3.09kB,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:29,100.02%,265.6MiB,7.463GiB,3.16kB,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:31,100.14%,265.6MiB,7.463GiB,3.16kB,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:34,99.50%,265.6MiB,7.463GiB,3.36kB,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:37,100.00%,265.6MiB,7.463GiB,3.36kB,0B,0B,0B
b752a3a2489a,julia,2d,high,1000,17:34:39,0.00%,0B,0B,0B,0B,0B,0B
b0161f848011,julia,2d,mid,750,17:35:12,100.79%,187MiB,7.463GiB,526B,0B,0B,0B
b0161f848011,julia,2d,mid,750,17:35:15,100.64%,236MiB,7.463GiB,2.41kB,0B,0B,0B
b0161f848011,julia,2d,mid,750,17:35:18,100.01%,255.3MiB,7.463GiB,2.88kB,0B,0B,0B
b0161f848011,julia,2d,mid,750,17:35:20,100.15%,255.3MiB,7.463GiB,3.09kB,0B,0B,0B
b0161f848011,julia,2d,mid,750,17:35:23,99.86%,255.3MiB,7.463GiB,3.09kB,0B,0B,0B
b0161f848011,julia,2d,mid,750,17:35:26,99.62%,255.3MiB,7.463GiB,3.09kB,0B,0B,0B
91e16ed1acc8,julia,2d,mid,750,17:35:29,100.53%,187.1MiB,7.463GiB,526B,0B,0B,0B
91e16ed1acc8,julia,2d,mid,750,17:35:31,100.13%,236.1MiB,7.463GiB,2.41kB,0B,0B,0B
91e16ed1acc8,julia,2d,mid,750,17:35:34,98.88%,255.6MiB,7.463GiB,2.88kB,0B,0B,0B
91e16ed1acc8,julia,2d,mid,750,17:35:37,100.39%,255.6MiB,7.463GiB,3.09kB,0B,0B,0B
91e16ed1acc8,julia,2d,mid,750,17:35:39,100.26%,255.6MiB,7.463GiB,3.09kB,0B,0B,0B
91e16ed1acc8,julia,2d,mid,750,17:35:42,100.27%,255.6MiB,7.463GiB,3.16kB,0B,0B,0B
a8c2dd13e6fe,julia,2d,low,500,17:37:23,100.01%,187MiB,7.463GiB,526B,0B,0B,0B
a8c2dd13e6fe,julia,2d,low,500,17:37:26,99.49%,236.2MiB,7.463GiB,2.41kB,0B,0B,0B
a8c2dd13e6fe,julia,2d,low,500,17:37:28,100.39%,249.1MiB,7.463GiB,2.88kB,0B,0B,0B
a8c2dd13e6fe,julia,2d,low,500,17:37:31,100.38%,249.1MiB,7.463GiB,3.09kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:39:59,100.38%,187MiB,7.463GiB,526B,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:02,100.13%,235.9MiB,7.463GiB,2.21kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:04,100.38%,265.6MiB,7.463GiB,2.88kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:07,99.73%,265.6MiB,7.463GiB,3.09kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:10,99.89%,265.6MiB,7.463GiB,3.09kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:12,100.27%,265.6MiB,7.463GiB,3.16kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:15,99.73%,265.6MiB,7.463GiB,3.16kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:17,99.61%,265.6MiB,7.463GiB,3.36kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:20,100.14%,265.6MiB,7.463GiB,3.36kB,0B,0B,0B
dbb114ba013e,julia,2d,high,1000,17:40:23,0.00%,0B,0B,0B,0B,0B,0B
0b8266eddc0a,julia,2d,low,500,17:42:19,100.38%,187MiB,7.463GiB,526B,0B,0B,0B
0b8266eddc0a,julia,2d,low,500,17:42:22,99.88%,236MiB,7.463GiB,2.21kB,0B,0B,0B
0b8266eddc0a,julia,2d,low,500,17:42:25,100.14%,251.1MiB,7.463GiB,2.88kB,0B,0B,0B
0b8266eddc0a,julia,2d,low,500,17:42:27,100.14%,251.1MiB,7.463GiB,3.09kB,0B,0B,0B
e8ca483c1c5c,julia,2d,mid,750,17:48:07,100.26%,187.1MiB,7.463GiB,526B,0B,0B,0B
e8ca483c1c5c,julia,2d,mid,750,17:48:10,100.00%,236MiB,7.463GiB,2.41kB,0B,0B,0B
e8ca483c1c5c,julia,2d,mid,750,17:48:12,100.38%,255.5MiB,7.463GiB,2.88kB,0B,0B,0B
e8ca483c1c5c,julia,2d,mid,750,17:48:15,100.14%,255.5MiB,7.463GiB,3.09kB,0B,0B,0B
e8ca483c1c5c,julia,2d,mid,750,17:48:18,100.29%,255.5MiB,7.463GiB,3.09kB,0B,0B,0B
e8ca483c1c5c,julia,2d,mid,750,17:48:20,100.13%,255.5MiB,7.463GiB,3.16kB,0B,0B,0B
5dcb1a0856c9,julia,2d,mid,750,17:50:59,100.51%,187MiB,7.463GiB,526B,0B,0B,0B
5dcb1a0856c9,julia,2d,mid,750,17:51:01,100.02%,236MiB,7.463GiB,2.34kB,0B,0B,0B
5dcb1a0856c9,julia,2d,mid,750,17:51:04,100.15%,258.2MiB,7.463GiB,3.02kB,0B,0B,0B
5dcb1a0856c9,julia,2d,mid,750,17:51:07,100.40%,258.2MiB,7.463GiB,3.22kB,0B,0B,0B
5dcb1a0856c9,julia,2d,mid,750,17:51:09,100.68%,258.2MiB,7.463GiB,3.22kB,0B,0B,0B
5dcb1a0856c9,julia,2d,mid,750,17:51:12,100.16%,258.2MiB,7.463GiB,3.29kB,0B,0B,0B
86053b49504d,julia,2d,low,500,17:56:41,100.13%,187MiB,7.463GiB,526B,0B,0B,0B
86053b49504d,julia,2d,low,500,17:56:44,100.13%,236MiB,7.463GiB,2.41kB,0B,0B,0B
86053b49504d,julia,2d,low,500,17:56:46,100.02%,249.1MiB,7.463GiB,2.88kB,0B,0B,0B
86053b49504d,julia,2d,low,500,17:56:49,99.87%,249.1MiB,7.463GiB,3.09kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:10,100.14%,187MiB,7.463GiB,526B,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:12,100.02%,236MiB,7.463GiB,2.41kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:15,99.48%,266.1MiB,7.463GiB,2.88kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:18,99.89%,266.1MiB,7.463GiB,3.09kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:20,100.02%,266.1MiB,7.463GiB,3.09kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:23,99.61%,266.1MiB,7.463GiB,3.16kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:25,99.89%,266.1MiB,7.463GiB,3.36kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:28,100.39%,266.1MiB,7.463GiB,3.36kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:31,100.14%,266.1MiB,7.463GiB,3.36kB,0B,0B,0B
7b253030b430,julia,2d,high,1000,17:58:33,0.00%,0B,0B,0B,0B,0B,0B
cbedcbd13cbf,julia,2d,mid,750,17:58:43,100.37%,186.9MiB,7.463GiB,526B,0B,0B,0B
cbedcbd13cbf,julia,2d,mid,750,17:58:45,100.64%,236MiB,7.463GiB,2.41kB,0B,0B,0B
cbedcbd13cbf,julia,2d,mid,750,17:58:48,99.89%,256.2MiB,7.463GiB,2.88kB,0B,0B,0B
cbedcbd13cbf,julia,2d,mid,750,17:58:51,100.27%,256.2MiB,7.463GiB,3.09kB,0B,0B,0B
cbedcbd13cbf,julia,2d,mid,750,17:58:53,99.74%,256.2MiB,7.463GiB,3.09kB,0B,0B,0B
cbedcbd13cbf,julia,2d,mid,750,17:58:56,100.01%,256.2MiB,7.463GiB,3.16kB,0B,0B,0B
3faabe254164,julia,2d,low,500,17:58:59,100.25%,187MiB,7.463GiB,526B,0B,0B,0B
3faabe254164,julia,2d,low,500,17:59:02,100.13%,236.1MiB,7.463GiB,2.54kB,0B,0B,0B
3faabe254164,julia,2d,low,500,17:59:04,100.14%,251MiB,7.463GiB,3.02kB,0B,0B,0B
3faabe254164,julia,2d,low,500,17:59:07,99.87%,251MiB,7.463GiB,3.22kB,0B,0B,0B
05ab492f7d64,julia,2d,mid,750,18:00:32,100.39%,187MiB,7.463GiB,526B,0B,0B,0B
05ab492f7d64,julia,2d,mid,750,18:00:35,100.13%,236MiB,7.463GiB,2.41kB,0B,0B,0B
05ab492f7d64,julia,2d,mid,750,18:00:38,100.26%,258.1MiB,7.463GiB,2.88kB,0B,0B,0B
05ab492f7d64,julia,2d,mid,750,18:00:40,100.26%,258.1MiB,7.463GiB,3.09kB,0B,0B,0B
05ab492f7d64,julia,2d,mid,750,18:00:43,100.01%,258.1MiB,7.463GiB,3.09kB,0B,0B,0B
05ab492f7d64,julia,2d,mid,750,18:00:45,100.14%,258.1MiB,7.463GiB,3.16kB,0B,0B,0B
980cadcb6167,julia,2d,low,500,18:00:55,100.26%,187.1MiB,7.463GiB,526B,0B,0B,0B
980cadcb6167,julia,2d,low,500,18:00:58,100.14%,236MiB,7.463GiB,2.41kB,0B,0B,0B
980cadcb6167,julia,2d,low,500,18:01:00,100.14%,248.3MiB,7.463GiB,2.88kB,0B,0B,0B
980cadcb6167,julia,2d,low,500,18:01:03,100.26%,248.3MiB,7.463GiB,3.09kB,0B,0B,0B
d782212cd11c,julia,2d,low,500,18:01:06,100.38%,187MiB,7.463GiB,526B,0B,0B,0B
d782212cd11c,julia,2d,low,500,18:01:09,100.13%,236.1MiB,7.463GiB,2.41kB,0B,0B,0B
d782212cd11c,julia,2d,low,500,18:01:11,99.74%,249.4MiB,7.463GiB,2.88kB,0B,0B,0B
d782212cd11c,julia,2d,low,500,18:01:14,99.62%,249.4MiB,7.463GiB,3.09kB,0B,0B,0B
5404d8b4d016,julia,2d,low,500,18:01:20,100.66%,187.1MiB,7.463GiB,526B,0B,0B,0B
5404d8b4d016,julia,2d,low,500,18:01:23,100.25%,236.3MiB,7.463GiB,2.41kB,0B,0B,0B
5404d8b4d016,julia,2d,low,500,18:01:25,100.26%,248.6MiB,7.463GiB,2.88kB,0B,0B,0B
5404d8b4d016,julia,2d,low,500,18:01:28,99.99%,248.6MiB,7.463GiB,3.09kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:25,100.51%,186.9MiB,7.463GiB,866B,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:28,100.37%,236.1MiB,7.463GiB,2.41kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:31,100.25%,265.7MiB,7.463GiB,2.88kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:33,100.14%,265.7MiB,7.463GiB,3.09kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:36,101.21%,265.7MiB,7.463GiB,3.09kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:39,99.99%,265.7MiB,7.463GiB,3.16kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:41,100.01%,265.7MiB,7.463GiB,3.36kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:44,100.01%,265.7MiB,7.463GiB,3.36kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:46,100.26%,265.7MiB,7.463GiB,3.36kB,0B,0B,0B
4359b6abd0ee,julia,2d,high,1000,18:02:49,0.00%,0B,0B,0B,0B,0B,0B
b4d21a4b0bda,julia,2d,mid,750,18:08:31,100.91%,187.1MiB,7.463GiB,987B,0B,0B,0B
