ContainerID,language,dimension,Size,L_Value,Timestamp,sum_t0,sum_tmax,t_exec,peak_mem
68b11ff6342b,julia,1d,mid,1000000,11:18:45,333333.0,333333.0,2.970417561,24000480
f49136956d54,julia,1d,low,500000,11:23:26,166667.0,166667.0,1.393326271,12000480
d706046ec45b,julia,1d,low,500000,11:23:30,166667.0,166667.0,1.403187125,12000480
56b9ceff7d51,julia,1d,high,5000000,11:25:16,1.666667e6,1.666667e6,16.887850052,120000480
37a6c7a27244,julia,1d,high,5000000,11:25:33,1.666667e6,1.666667e6,16.018860431,120000480
8b04dd45bbff,julia,1d,mid,1000000,11:27:33,333333.0,333333.0,2.981313224,24000480
9ca6e0364481,julia,1d,mid,1000000,11:28:33,333333.0,333333.0,2.945423148,24000480
85b2dfde208b,julia,1d,high,5000000,11:31:46,1.666667e6,1.666667e6,16.001858662,120000480
594721bb1fba,julia,1d,high,5000000,11:32:40,1.666667e6,1.666667e6,15.983424532,120000480
4a61b51c89de,julia,1d,mid,1000000,11:35:07,333333.0,333333.0,2.953616399,24000480
c114c24eabcc,julia,1d,mid,1000000,11:38:21,333333.0,333333.0,2.94889724,24000480
37de380208c8,julia,1d,low,500000,11:39:54,166667.0,166667.0,1.401370254,12000480
9ec03ae8e79a,julia,1d,high,5000000,12:00:44,1.666667e6,1.666667e6,16.387118474,120000480
1bb789e779c0,julia,1d,mid,1000000,12:00:50,333333.0,333333.0,2.951718089,24000480
79da1fa2de22,julia,1d,low,500000,12:02:41,166667.0,166667.0,1.39742367,12000480
c95b504d19a3,julia,1d,low,500000,12:08:02,166667.0,166667.0,1.711836305,12000480
0d46be361b0e,julia,1d,high,5000000,12:08:58,1.666667e6,1.666667e6,16.298581095,120000480
08cdd4439fc1,julia,1d,low,500000,12:09:18,166667.0,166667.0,1.418647861,12000480
cc775612d386,julia,1d,mid,1000000,12:10:19,333333.0,333333.0,3.860991556,24000480
a43028d7fb61,julia,1d,low,500000,12:12:59,166667.0,166667.0,1.717949746,12000480
6897f57581b9,julia,1d,high,5000000,12:13:53,1.666667e6,1.666667e6,21.387164985,120000480
1424ab973a5e,julia,1d,low,500000,12:17:41,166667.0,166667.0,1.40325213,12000480
a1d36372c50b,julia,1d,high,5000000,12:18:01,1.666667e6,1.666667e6,17.985918185,120000480
2e6699d793b9,julia,1d,low,500000,12:18:05,166667.0,166667.0,1.40226825,12000480
476e406dc3ab,julia,1d,mid,1000000,12:18:11,333333.0,333333.0,3.127375623,24000480
b7d309bca1f9,julia,1d,mid,1000000,12:18:57,333333.0,333333.0,3.254293781,24000480
c803ffd9ff5a,julia,1d,low,500000,12:19:01,166667.0,166667.0,1.402781603,12000480
edc300061537,julia,1d,high,5000000,12:19:21,1.666667e6,1.666667e6,18.279376926,120000480
5902a2eb2db2,julia,1d,high,5000000,12:20:29,1.666667e6,1.666667e6,28.600863301,120000480
061c980b8115,julia,1d,mid,1000000,12:23:14,333333.0,333333.0,3.052552899,24000480
