ContainerID,language,dimension,Size,L_Value,Timestamp,sum_t0,sum_tmax,t_exec,peak_mem
66ff68e59a46,python,1d,high,5000000,11:20:43,1666667.0,1666667.0,117.41340224899994,200002056
1d2ed00145a2,python,1d,high,5000000,11:23:11,1666667.0,1666667.0,111.91341134900006,200002056
766aca17d596,python,1d,low,500000,11:24:56,166667.0,166667.0,10.342716176999943,20002056
c1328fdea415,python,1d,high,5000000,11:27:27,1666667.0,1666667.0,111.88190431300006,200002056
d2bbd386be76,python,1d,mid,1000000,11:28:05,333333.0,333333.0,21.385336972999994,40002056
889487fc7949,python,1d,low,500000,11:28:17,166667.0,166667.0,10.468191428000068,20002056
b5b0c2001247,python,1d,mid,1000000,11:29:02,333333.0,333333.0,20.721033498999986,40002056
28a7d6054d74,python,1d,high,5000000,11:30:54,1666667.0,1666667.0,111.12429540700009,200002056
eda9b916cddd,python,1d,mid,1000000,11:32:22,333333.0,333333.0,20.99906136200002,40002056
cd0e8b7e09b9,python,1d,low,500000,11:32:58,166667.0,166667.0,10.348201231000075,20002056
c1eb2a437092,python,1d,high,5000000,11:35:01,1666667.0,1666667.0,111.15134076300001,200002056
de150df0c1cd,python,1d,high,5000000,11:37:13,1666667.0,1666667.0,111.1038910100001,200002056
c3e1868b1a1a,python,1d,low,500000,11:39:50,166667.0,166667.0,10.388773441000012,20002056
ef12add339af,python,1d,high,5000000,11:59:50,1666667.0,1666667.0,118.7375802099998,200002056
a87bac76fb81,python,1d,low,500000,12:00:02,166667.0,166667.0,10.522536274999993,20002056
94522d52957b,python,1d,mid,1000000,12:00:26,333333.0,333333.0,22.049919298000077,40002056
d30bd606f704,python,1d,low,500000,12:01:26,166667.0,166667.0,10.420646519999991,20002056
e58e072f8cae,python,1d,mid,1000000,12:01:48,333333.0,333333.0,20.517910638999865,40002056
0973b80b04ee,python,1d,low,500000,12:02:00,166667.0,166667.0,10.471773598000027,20002056
ed2037c425e7,python,1d,low,500000,12:02:57,166667.0,166667.0,14.98617672599994,20002056
753b0b8bf661,python,1d,mid,1000000,12:03:45,333333.0,333333.0,22.544342309000058,40002056
3651c37fcaad,python,1d,low,500000,12:04:17,166667.0,166667.0,10.548131101000308,20002056
ac888b71da7d,python,1d,high,5000000,12:07:16,1666667.0,1666667.0,116.43958936900026,200002056
c9a1cffc0671,python,1d,mid,1000000,12:08:40,333333.0,333333.0,35.58861578999995,40002056
26feb0693760,python,1d,high,5000000,12:12:21,1666667.0,1666667.0,115.38872581399983,200002056
8ec3f2c26015,python,1d,high,5000000,12:17:12,1666667.0,1666667.0,129.91966170900014,200002056
cf09d7d6b44e,python,1d,mid,1000000,12:17:36,333333.0,333333.0,21.95624748399996,40002056
b04046815eee,python,1d,low,500000,12:18:37,166667.0,166667.0,11.011136442999941,20002056
9386563f6f3c,python,1d,mid,1000000,12:21:12,333333.0,333333.0,27.554820393000227,40002056
7ea7a76dbf03,python,1d,mid,1000000,12:22:30,333333.0,333333.0,21.34188734099962,40002056
